x,y,X,Y,r,g,b
112,75,112,75,15,183,154
113,75,113,75,15,183,154
114,75,114,75,15,183,154
115,75,115,75,15,183,154
117,75,117,75,15,183,154
118,75,118,75,15,183,154
119,75,119,75,15,183,154
121,75,121,75,15,183,154
123,75,123,75,15,183,154
124,75,124,75,15,183,154
125,75,125,75,15,183,154
126,75,126,75,15,183,154
127,75,127,75,15,183,154
132,75,132,75,15,183,154
137,75,137,75,15,183,154
9,76,9,76,15,183,154
11,76,11,76,15,183,154
13,76,13,76,15,183,154
14,76,14,76,15,183,154
15,76,15,76,15,183,154
16,76,16,76,15,183,154
17,76,17,76,15,183,154
18,76,18,76,15,183,154
19,76,19,76,15,183,154
20,76,20,76,15,183,154
21,76,21,76,15,183,154
22,76,22,76,15,183,154
23,76,23,76,15,183,154
51,76,51,76,15,183,154
54,76,54,76,15,183,154
56,76,56,76,15,183,154
58,76,58,76,15,183,154
62,76,62,76,15,183,154
64,76,64,76,15,183,154
65,76,65,76,15,183,154
67,76,67,76,15,183,154
71,76,71,76,15,183,154
73,76,73,76,15,183,154
74,76,74,76,15,183,154
76,76,76,76,15,183,154
96,76,96,76,15,183,154
97,76,97,76,15,183,154
99,76,99,76,15,183,154
102,76,102,76,15,183,154
106,76,106,76,15,183,154
109,76,109,76,15,183,154
110,76,110,76,15,183,154
112,76,112,76,15,183,154
113,76,113,76,15,183,154
114,76,114,76,15,183,154
115,76,115,76,15,183,154
118,76,118,76,15,183,154
119,76,119,76,15,183,154
122,76,122,76,15,183,154
123,76,123,76,15,183,154
124,76,124,76,15,183,154
125,76,125,76,15,183,154
126,76,126,76,15,183,154
127,76,127,76,15,183,154
12,77,12,77,15,183,154
13,77,13,77,15,183,154
14,77,14,77,15,183,154
15,77,15,77,15,183,154
16,77,16,77,15,183,154
17,77,17,77,15,183,154
18,77,18,77,15,183,154
19,77,19,77,15,183,154
20,77,20,77,15,183,154
21,77,21,77,15,183,154
22,77,22,77,15,183,154
23,77,23,77,15,183,154
51,77,51,77,15,183,154
53,77,53,77,15,183,154
57,77,57,77,15,183,154
59,77,59,77,15,183,154
61,77,61,77,15,183,154
64,77,64,77,15,183,154
65,77,65,77,15,183,154
69,77,69,77,15,183,154
72,77,72,77,15,183,154
74,77,74,77,15,183,154
76,77,76,77,15,183,154
84,77,84,77,15,183,154
87,77,87,77,15,183,154
89,77,89,77,15,183,154
93,77,93,77,15,183,154
95,77,95,77,15,183,154
98,77,98,77,15,183,154
100,77,100,77,15,183,154
104,77,104,77,15,183,154
109,77,109,77,15,183,154
110,77,110,77,15,183,154
112,77,112,77,15,183,154
113,77,113,77,15,183,154
114,77,114,77,15,183,154
115,77,115,77,15,183,154
117,77,117,77,15,183,154
118,77,118,77,15,183,154
119,77,119,77,15,183,154
121,77,121,77,15,183,154
123,77,123,77,15,183,154
124,77,124,77,15,183,154
125,77,125,77,15,183,154
126,77,126,77,15,183,154
127,77,127,77,15,183,154
140,77,140,77,15,183,154
10,78,10,78,15,183,154
12,78,12,78,15,183,154
14,78,14,78,15,183,154
15,78,15,78,15,183,154
16,78,16,78,15,183,154
17,78,17,78,15,183,154
18,78,18,78,15,183,154
19,78,19,78,15,183,154
20,78,20,78,15,183,154
21,78,21,78,15,183,154
22,78,22,78,15,183,154
23,78,23,78,15,183,154
51,78,51,78,15,183,154
54,78,54,78,15,183,154
56,78,56,78,15,183,154
62,78,62,78,15,183,154
64,78,64,78,15,183,154
65,78,65,78,15,183,154
67,78,67,78,15,183,154
73,78,73,78,15,183,154
75,78,75,78,15,183,154
77,78,77,78,15,183,154
78,78,78,78,15,183,154
82,78,82,78,15,183,154
88,78,88,78,15,183,154
89,78,89,78,15,183,154
90,78,90,78,15,183,154
91,78,91,78,15,183,154
92,78,92,78,15,183,154
95,78,95,78,15,183,154
97,78,97,78,15,183,154
99,78,99,78,15,183,154
101,78,101,78,15,183,154
105,78,105,78,15,183,154
110,78,110,78,15,183,154
112,78,112,78,15,183,154
113,78,113,78,15,183,154
114,78,114,78,15,183,154
115,78,115,78,15,183,154
118,78,118,78,15,183,154
119,78,119,78,15,183,154
123,78,123,78,15,183,154
124,78,124,78,15,183,154
125,78,125,78,15,183,154
126,78,126,78,15,183,154
127,78,127,78,15,183,154
128,78,128,78,15,183,154
141,78,141,78,15,183,154
13,79,13,79,15,183,154
14,79,14,79,15,183,154
15,79,15,79,15,183,154
16,79,16,79,15,183,154
17,79,17,79,15,183,154
18,79,18,79,15,183,154
19,79,19,79,15,183,154
20,79,20,79,15,183,154
21,79,21,79,15,183,154
22,79,22,79,15,183,154
23,79,23,79,15,183,154
25,79,25,79,15,183,154
51,79,51,79,15,183,154
53,79,53,79,15,183,154
55,79,55,79,15,183,154
58,79,58,79,15,183,154
60,79,60,79,15,183,154
62,79,62,79,15,183,154
64,79,64,79,15,183,154
65,79,65,79,15,183,154
67,79,67,79,15,183,154
71,79,71,79,15,183,154
76,79,76,79,15,183,154
79,79,79,79,15,183,154
80,79,80,79,15,183,154
87,79,87,79,15,183,154
93,79,93,79,15,183,154
94,79,94,79,15,183,154
96,79,96,79,15,183,154
98,79,98,79,15,183,154
102,79,102,79,15,183,154
109,79,109,79,15,183,154
110,79,110,79,15,183,154
112,79,112,79,15,183,154
113,79,113,79,15,183,154
114,79,114,79,15,183,154
115,79,115,79,15,183,154
117,79,117,79,15,183,154
118,79,118,79,15,183,154
119,79,119,79,15,183,154
121,79,121,79,15,183,154
123,79,123,79,15,183,154
124,79,124,79,15,183,154
125,79,125,79,15,183,154
126,79,126,79,15,183,154
127,79,127,79,15,183,154
128,79,128,79,15,183,154
140,79,140,79,15,183,154
11,80,11,80,15,183,154
13,80,13,80,15,183,154
14,80,14,80,15,183,154
15,80,15,80,15,183,154
16,80,16,80,15,183,154
17,80,17,80,15,183,154
18,80,18,80,15,183,154
19,80,19,80,15,183,154
20,80,20,80,15,183,154
21,80,21,80,15,183,154
22,80,22,80,15,183,154
23,80,23,80,15,183,154
56,80,56,80,15,183,154
58,80,58,80,15,183,154
61,80,61,80,15,183,154
64,80,64,80,15,183,154
65,80,65,80,15,183,154
68,80,68,80,15,183,154
72,80,72,80,15,183,154
74,80,74,80,15,183,154
75,80,75,80,15,183,154
77,80,77,80,15,183,154
79,80,79,80,15,183,154
81,80,81,80,15,183,154
82,80,82,80,15,183,154
83,80,83,80,15,183,154
88,80,88,80,15,183,154
90,80,90,80,15,183,154
92,80,92,80,15,183,154
93,80,93,80,15,183,154
95,80,95,80,15,183,154
97,80,97,80,15,183,154
100,80,100,80,15,183,154
110,80,110,80,15,183,154
112,80,112,80,15,183,154
113,80,113,80,15,183,154
118,80,118,80,15,183,154
119,80,119,80,15,183,154
121,80,121,80,15,183,154
123,80,123,80,15,183,154
124,80,124,80,15,183,154
125,80,125,80,15,183,154
126,80,126,80,15,183,154
127,80,127,80,15,183,154
128,80,128,80,15,183,154
137,80,137,80,15,183,154
139,80,139,80,15,183,154
141,80,141,80,15,183,154
143,80,143,80,15,183,154
11,81,11,81,15,183,154
14,81,14,81,15,183,154
15,81,15,81,15,183,154
16,81,16,81,15,183,154
17,81,17,81,15,183,154
18,81,18,81,15,183,154
19,81,19,81,15,183,154
20,81,20,81,15,183,154
21,81,21,81,15,183,154
22,81,22,81,15,183,154
23,81,23,81,15,183,154
24,81,24,81,15,183,154
25,81,25,81,15,183,154
52,81,52,81,15,183,154
59,81,59,81,15,183,154
62,81,62,81,15,183,154
64,81,64,81,15,183,154
65,81,65,81,15,183,154
67,81,67,81,15,183,154
76,81,76,81,15,183,154
80,81,80,81,15,183,154
83,81,83,81,15,183,154
88,81,88,81,15,183,154
91,81,91,81,15,183,154
95,81,95,81,15,183,154
97,81,97,81,15,183,154
99,81,99,81,15,183,154
103,81,103,81,15,183,154
109,81,109,81,15,183,154
110,81,110,81,15,183,154
112,81,112,81,15,183,154
113,81,113,81,15,183,154
115,81,115,81,15,183,154
117,81,117,81,15,183,154
118,81,118,81,15,183,154
119,81,119,81,15,183,154
122,81,122,81,15,183,154
123,81,123,81,15,183,154
124,81,124,81,15,183,154
125,81,125,81,15,183,154
126,81,126,81,15,183,154
127,81,127,81,15,183,154
128,81,128,81,15,183,154
129,81,129,81,15,183,154
138,81,138,81,15,183,154
140,81,140,81,15,183,154
142,81,142,81,15,183,154
11,82,11,82,15,183,154
13,82,13,82,15,183,154
14,82,14,82,15,183,154
15,82,15,82,15,183,154
16,82,16,82,15,183,154
17,82,17,82,15,183,154
18,82,18,82,15,183,154
19,82,19,82,15,183,154
20,82,20,82,15,183,154
21,82,21,82,15,183,154
22,82,22,82,15,183,154
23,82,23,82,15,183,154
25,82,25,82,15,183,154
57,82,57,82,15,183,154
59,82,59,82,15,183,154
60,82,60,82,15,183,154
63,82,63,82,15,183,154
65,82,65,82,15,183,154
68,82,68,82,15,183,154
75,82,75,82,15,183,154
80,82,80,82,15,183,154
85,82,85,82,15,183,154
87,82,87,82,15,183,154
88,82,88,82,15,183,154
90,82,90,82,15,183,154
91,82,91,82,15,183,154
93,82,93,82,15,183,154
94,82,94,82,15,183,154
96,82,96,82,15,183,154
98,82,98,82,15,183,154
99,82,99,82,15,183,154
101,82,101,82,15,183,154
109,82,109,82,15,183,154
110,82,110,82,15,183,154
112,82,112,82,15,183,154
113,82,113,82,15,183,154
115,82,115,82,15,183,154
118,82,118,82,15,183,154
119,82,119,82,15,183,154
121,82,121,82,15,183,154
122,82,122,82,15,183,154
123,82,123,82,15,183,154
124,82,124,82,15,183,154
125,82,125,82,15,183,154
126,82,126,82,15,183,154
127,82,127,82,15,183,154
128,82,128,82,15,183,154
129,82,129,82,15,183,154
130,82,130,82,15,183,154
140,82,140,82,15,183,154
157,82,157,82,15,183,154
12,83,12,83,15,183,154
15,83,15,83,15,183,154
16,83,16,83,15,183,154
17,83,17,83,15,183,154
18,83,18,83,15,183,154
19,83,19,83,15,183,154
20,83,20,83,15,183,154
21,83,21,83,15,183,154
22,83,22,83,15,183,154
23,83,23,83,15,183,154
24,83,24,83,15,183,154
26,83,26,83,15,183,154
58,83,58,83,15,183,154
60,83,60,83,15,183,154
62,83,62,83,15,183,154
64,83,64,83,15,183,154
65,83,65,83,15,183,154
66,83,66,83,15,183,154
68,83,68,83,15,183,154
70,83,70,83,15,183,154
73,83,73,83,15,183,154
81,83,81,83,15,183,154
82,83,82,83,15,183,154
84,83,84,83,15,183,154
85,83,85,83,15,183,154
87,83,87,83,15,183,154
92,83,92,83,15,183,154
95,83,95,83,15,183,154
97,83,97,83,15,183,154
108,83,108,83,15,183,154
110,83,110,83,15,183,154
112,83,112,83,15,183,154
114,83,114,83,15,183,154
116,83,116,83,15,183,154
118,83,118,83,15,183,154
119,83,119,83,15,183,154
121,83,121,83,15,183,154
122,83,122,83,15,183,154
123,83,123,83,15,183,154
124,83,124,83,15,183,154
125,83,125,83,15,183,154
126,83,126,83,15,183,154
127,83,127,83,15,183,154
128,83,128,83,15,183,154
129,83,129,83,15,183,154
130,83,130,83,15,183,154
140,83,140,83,15,183,154
142,83,142,83,15,183,154
13,84,13,84,15,183,154
15,84,15,84,15,183,154
16,84,16,84,15,183,154
17,84,17,84,15,183,154
18,84,18,84,15,183,154
19,84,19,84,15,183,154
20,84,20,84,15,183,154
21,84,21,84,15,183,154
22,84,22,84,15,183,154
23,84,23,84,15,183,154
24,84,24,84,15,183,154
25,84,25,84,15,183,154
26,84,26,84,15,183,154
56,84,56,84,15,183,154
59,84,59,84,15,183,154
61,84,61,84,15,183,154
64,84,64,84,15,183,154
65,84,65,84,15,183,154
68,84,68,84,15,183,154
71,84,71,84,15,183,154
75,84,75,84,15,183,154
78,84,78,84,15,183,154
80,84,80,84,15,183,154
83,84,83,84,15,183,154
88,84,88,84,15,183,154
90,84,90,84,15,183,154
91,84,91,84,15,183,154
93,84,93,84,15,183,154
94,84,94,84,15,183,154
96,84,96,84,15,183,154
110,84,110,84,15,183,154
112,84,112,84,15,183,154
115,84,115,84,15,183,154
118,84,118,84,15,183,154
119,84,119,84,15,183,154
121,84,121,84,15,183,154
122,84,122,84,15,183,154
123,84,123,84,15,183,154
124,84,124,84,15,183,154
125,84,125,84,15,183,154
126,84,126,84,15,183,154
127,84,127,84,15,183,154
128,84,128,84,15,183,154
129,84,129,84,15,183,154
130,84,130,84,15,183,154
140,84,140,84,15,183,154
13,85,13,85,15,183,154
15,85,15,85,15,183,154
16,85,16,85,15,183,154
17,85,17,85,15,183,154
18,85,18,85,15,183,154
19,85,19,85,15,183,154
20,85,20,85,15,183,154
21,85,21,85,15,183,154
22,85,22,85,15,183,154
23,85,23,85,15,183,154
24,85,24,85,15,183,154
25,85,25,85,15,183,154
26,85,26,85,15,183,154
56,85,56,85,15,183,154
58,85,58,85,15,183,154
62,85,62,85,15,183,154
64,85,64,85,15,183,154
65,85,65,85,15,183,154
67,85,67,85,15,183,154
69,85,69,85,15,183,154
72,85,72,85,15,183,154
77,85,77,85,15,183,154
80,85,80,85,15,183,154
81,85,81,85,15,183,154
82,85,82,85,15,183,154
84,85,84,85,15,183,154
85,85,85,85,15,183,154
86,85,86,85,15,183,154
89,85,89,85,15,183,154
92,85,92,85,15,183,154
96,85,96,85,15,183,154
98,85,98,85,15,183,154
109,85,109,85,15,183,154
111,85,111,85,15,183,154
112,85,112,85,15,183,154
114,85,114,85,15,183,154
116,85,116,85,15,183,154
118,85,118,85,15,183,154
119,85,119,85,15,183,154
122,85,122,85,15,183,154
123,85,123,85,15,183,154
124,85,124,85,15,183,154
125,85,125,85,15,183,154
126,85,126,85,15,183,154
127,85,127,85,15,183,154
128,85,128,85,15,183,154
129,85,129,85,15,183,154
130,85,130,85,15,183,154
13,86,13,86,15,183,154
15,86,15,86,15,183,154
16,86,16,86,15,183,154
17,86,17,86,15,183,154
18,86,18,86,15,183,154
19,86,19,86,15,183,154
20,86,20,86,15,183,154
21,86,21,86,15,183,154
22,86,22,86,15,183,154
23,86,23,86,15,183,154
24,86,24,86,15,183,154
25,86,25,86,15,183,154
26,86,26,86,15,183,154
28,86,28,86,15,183,154
57,86,57,86,15,183,154
59,86,59,86,15,183,154
60,86,60,86,15,183,154
63,86,63,86,15,183,154
64,86,64,86,15,183,154
66,86,66,86,15,183,154
69,86,69,86,15,183,154
71,86,71,86,15,183,154
78,86,78,86,15,183,154
82,86,82,86,15,183,154
84,86,84,86,15,183,154
87,86,87,86,15,183,154
91,86,91,86,15,183,154
93,86,93,86,15,183,154
110,86,110,86,15,183,154
112,86,112,86,15,183,154
114,86,114,86,15,183,154
116,86,116,86,15,183,154
118,86,118,86,15,183,154
119,86,119,86,15,183,154
121,86,121,86,15,183,154
122,86,122,86,15,183,154
123,86,123,86,15,183,154
124,86,124,86,15,183,154
125,86,125,86,15,183,154
126,86,126,86,15,183,154
127,86,127,86,15,183,154
129,86,129,86,15,183,154
130,86,130,86,15,183,154
14,87,14,87,15,183,154
16,87,16,87,15,183,154
17,87,17,87,15,183,154
18,87,18,87,15,183,154
19,87,19,87,15,183,154
20,87,20,87,15,183,154
21,87,21,87,15,183,154
22,87,22,87,15,183,154
23,87,23,87,15,183,154
24,87,24,87,15,183,154
25,87,25,87,15,183,154
26,87,26,87,15,183,154
27,87,27,87,15,183,154
56,87,56,87,15,183,154
57,87,57,87,15,183,154
58,87,58,87,15,183,154
61,87,61,87,15,183,154
63,87,63,87,15,183,154
64,87,64,87,15,183,154
67,87,67,87,15,183,154
69,87,69,87,15,183,154
85,87,85,87,15,183,154
88,87,88,87,15,183,154
108,87,108,87,15,183,154
111,87,111,87,15,183,154
113,87,113,87,15,183,154
117,87,117,87,15,183,154
118,87,118,87,15,183,154
120,87,120,87,15,183,154
122,87,122,87,15,183,154
123,87,123,87,15,183,154
124,87,124,87,15,183,154
125,87,125,87,15,183,154
126,87,126,87,15,183,154
127,87,127,87,15,183,154
129,87,129,87,15,183,154
130,87,130,87,15,183,154
15,88,15,88,15,183,154
16,88,16,88,15,183,154
17,88,17,88,15,183,154
18,88,18,88,15,183,154
19,88,19,88,15,183,154
20,88,20,88,15,183,154
21,88,21,88,15,183,154
22,88,22,88,15,183,154
23,88,23,88,15,183,154
24,88,24,88,15,183,154
25,88,25,88,15,183,154
26,88,26,88,15,183,154
27,88,27,88,15,183,154
29,88,29,88,15,183,154
59,88,59,88,15,183,154
63,88,63,88,15,183,154
64,88,64,88,15,183,154
66,88,66,88,15,183,154
70,88,70,88,15,183,154
72,88,72,88,15,183,154
80,88,80,88,15,183,154
89,88,89,88,15,183,154
91,88,91,88,15,183,154
94,88,94,88,15,183,154
97,88,97,88,15,183,154
110,88,110,88,15,183,154
114,88,114,88,15,183,154
116,88,116,88,15,183,154
118,88,118,88,15,183,154
121,88,121,88,15,183,154
122,88,122,88,15,183,154
123,88,123,88,15,183,154
124,88,124,88,15,183,154
125,88,125,88,15,183,154
126,88,126,88,15,183,154
130,88,130,88,15,183,154
14,89,14,89,15,183,154
17,89,17,89,15,183,154
18,89,18,89,15,183,154
19,89,19,89,15,183,154
20,89,20,89,15,183,154
21,89,21,89,15,183,154
22,89,22,89,15,183,154
23,89,23,89,15,183,154
24,89,24,89,15,183,154
25,89,25,89,15,183,154
26,89,26,89,15,183,154
27,89,27,89,15,183,154
29,89,29,89,15,183,154
55,89,55,89,15,183,154
57,89,57,89,15,183,154
59,89,59,89,15,183,154
61,89,61,89,15,183,154
63,89,63,89,15,183,154
64,89,64,89,15,183,154
67,89,67,89,15,183,154
69,89,69,89,15,183,154
72,89,72,89,15,183,154
83,89,83,89,15,183,154
85,89,85,89,15,183,154
101,89,101,89,15,183,154
109,89,109,89,15,183,154
111,89,111,89,15,183,154
112,89,112,89,15,183,154
114,89,114,89,15,183,154
117,89,117,89,15,183,154
119,89,119,89,15,183,154
121,89,121,89,15,183,154
122,89,122,89,15,183,154
123,89,123,89,15,183,154
124,89,124,89,15,183,154
125,89,125,89,15,183,154
126,89,126,89,15,183,154
127,89,127,89,15,183,154
129,89,129,89,15,183,154
130,89,130,89,15,183,154
131,89,131,89,15,183,154
15,90,15,90,15,183,154
17,90,17,90,15,183,154
18,90,18,90,15,183,154
19,90,19,90,15,183,154
20,90,20,90,15,183,154
21,90,21,90,15,183,154
22,90,22,90,15,183,154
23,90,23,90,15,183,154
24,90,24,90,15,183,154
25,90,25,90,15,183,154
26,90,26,90,15,183,154
27,90,27,90,15,183,154
28,90,28,90,15,183,154
30,90,30,90,15,183,154
55,90,55,90,15,183,154
58,90,58,90,15,183,154
60,90,60,90,15,183,154
62,90,62,90,15,183,154
64,90,64,90,15,183,154
66,90,66,90,15,183,154
68,90,68,90,15,183,154
70,90,70,90,15,183,154
73,90,73,90,15,183,154
86,90,86,90,15,183,154
88,90,88,90,15,183,154
90,90,90,90,15,183,154
93,90,93,90,15,183,154
110,90,110,90,15,183,154
113,90,113,90,15,183,154
115,90,115,90,15,183,154
118,90,118,90,15,183,154
120,90,120,90,15,183,154
122,90,122,90,15,183,154
123,90,123,90,15,183,154
124,90,124,90,15,183,154
125,90,125,90,15,183,154
126,90,126,90,15,183,154
128,90,128,90,15,183,154
130,90,130,90,15,183,154
131,90,131,90,15,183,154
15,91,15,91,15,183,154
19,91,19,91,15,183,154
20,91,20,91,15,183,154
21,91,21,91,15,183,154
22,91,22,91,15,183,154
23,91,23,91,15,183,154
24,91,24,91,15,183,154
25,91,25,91,15,183,154
26,91,26,91,15,183,154
27,91,27,91,15,183,154
28,91,28,91,15,183,154
29,91,29,91,15,183,154
55,91,55,91,15,183,154
57,91,57,91,15,183,154
59,91,59,91,15,183,154
61,91,61,91,15,183,154
63,91,63,91,15,183,154
68,91,68,91,15,183,154
71,91,71,91,15,183,154
98,91,98,91,15,183,154
111,91,111,91,15,183,154
114,91,114,91,15,183,154
116,91,116,91,15,183,154
118,91,118,91,15,183,154
121,91,121,91,15,183,154
122,91,122,91,15,183,154
123,91,123,91,15,183,154
124,91,124,91,15,183,154
125,91,125,91,15,183,154
127,91,127,91,15,183,154
129,91,129,91,15,183,154
130,91,130,91,15,183,154
131,91,131,91,15,183,154
16,92,16,92,15,183,154
18,92,18,92,15,183,154
19,92,19,92,15,183,154
20,92,20,92,15,183,154
21,92,21,92,15,183,154
22,92,22,92,15,183,154
23,92,23,92,15,183,154
24,92,24,92,15,183,154
25,92,25,92,15,183,154
26,92,26,92,15,183,154
27,92,27,92,15,183,154
28,92,28,92,15,183,154
29,92,29,92,15,183,154
30,92,30,92,15,183,154
55,92,55,92,15,183,154
59,92,59,92,15,183,154
62,92,62,92,15,183,154
63,92,63,92,15,183,154
65,92,65,92,15,183,154
67,92,67,92,15,183,154
69,92,69,92,15,183,154
72,92,72,92,15,183,154
109,92,109,92,15,183,154
111,92,111,92,15,183,154
112,92,112,92,15,183,154
116,92,116,92,15,183,154
119,92,119,92,15,183,154
121,92,121,92,15,183,154
122,92,122,92,15,183,154
123,92,123,92,15,183,154
124,92,124,92,15,183,154
125,92,125,92,15,183,154
127,92,127,92,15,183,154
128,92,128,92,15,183,154
129,92,129,92,15,183,154
130,92,130,92,15,183,154
131,92,131,92,15,183,154
132,92,132,92,15,183,154
137,92,137,92,15,183,154
16,93,16,93,15,183,154
18,93,18,93,15,183,154
19,93,19,93,15,183,154
20,93,20,93,15,183,154
